song,artist,weeks,peak,year,genre,gsId
Who You Are,Pearl Jam,9,31,1996,Alternative rock,NULL
Baby Luv,Groove Theory,11,65,1996,Hip hop/Rap,NULL
Superstar,Charm Farm,4,89,1996,Other,NULL
"Where Do We Go From Here (From ""Eraser"")",Vanessa Williams,14,71,1996,Pop,NULL
"So Many Ways (From ""High School High"")",The Braxtons,8,83,1996,Rhythm and blues (R&B),NULL
As Long As It Matters,Gin Blossoms,8,75,1996,Alternative rock,NULL
Movin' On,CeCe Peniston,7,83,1996,Dance,NULL
Where Do We Go From Here,Deborah Cox,14,48,1996,Rhythm and blues (R&B),NULL
It's A Party,Busta Rhymes Featuring Zhane,13,52,1996,Pop,NULL
"Someday (From ""The Hunchback Of Notre Dame"")",All-4-One,15,30,1996,Other,NULL
Can You Feel Me,Dru Down,5,92,1996,Hip hop/Rap,NULL
Kissin' You,Total,22,12,1996,Rhythm and blues (R&B),NULL
"It's All The Way Live (Now) (From ""Eddie"")",Coolio,18,29,1996,Hip hop/Rap,NULL
Jump On It,Sir Mix-A-Lot,3,97,1996,Hip hop/Rap,NULL
"The Earth, The Sun, The Rain",Color Me Badd,22,21,1996,Rhythm and blues (R&B),NULL
Macarena,Los Del Mar,15,71,1996,Other,NULL
Just Because I Love You,Lina Santiago,8,78,1996,Other,NULL
Flood,Jars Of Clay,19,37,1996,Alternative rock,NULL
Tha Crossroads,Bone Thugs-N-Harmony,20,1,1996,Hip hop/Rap,NULL
"Touch Me Tease Me (From ""The Nutty Professor"")",Case Featuring Foxxy Brown,20,14,1996,Rhythm and blues (R&B),NULL
"Theme From Mission: Impossible (From ""Mission: Impossible"")",Adam Clayton & Larry Mullen,20,7,1996,Other,NULL
Children,Robert Miles,20,21,1996,Other,NULL
Hay,Crucial Conflict,20,18,1996,Hip hop/Rap,NULL
You,Monifah,19,32,1996,Rhythm and blues (R&B),NULL
One By One,Cher,14,52,1996,Pop,NULL
Fastlove,George Michael,19,8,1996,Funk,NULL
Get On Up,Jodeci,18,22,1996,Rhythm and blues (R&B),NULL
Angeline Is Coming Home,The Badlees,11,67,1996,Rock,NULL
Dirty South,Goodie Mob.,3,92,1996,Hip hop/Rap,NULL
I'll Never Stop Loving You,J'Son,16,62,1996,Other,NULL
Tres Delinquentes,Delinquent Habits,20,35,1996,Hip hop/Rap,NULL
Old Man & Me (When I Get To Heaven),Hootie & The Blowfish,20,13,1996,Rock,NULL
One More Try,Kristine W,15,78,1996,Dance,NULL
They Don't Care About Us,Michael Jackson,13,30,1996,Rock,NULL
You're The One,SWV,20,5,1996,Dance,NULL
Redneck Games,Jeff Foxworthy With Alan Jackson,10,66,1996,Other,NULL
With You,Somethin' For The People,2,98,1996,Rhythm and blues (R&B),NULL
Reach,Gloria Estefan,20,42,1996,Pop,NULL
Missing,Everything But The Girl,34,2,1996,Rock,NULL
"Wishes (From ""Kazaam"")",Nathan Morris,5,86,1996,Rhythm and blues (R&B),NULL
In The Hood,Donell Jones,8,79,1996,Pop,NULL
"Guilty (From ""Seven"")",Gravity Kills,20,86,1996,Other,NULL
"Machinehead (From ""Fear"")",Bush,20,43,1996,Alternative rock,NULL
Wonder,Natalie Merchant,34,20,1996,Other,NULL
Paparazzi,Xzibit,6,83,1996,Hip hop/Rap,NULL
In The Meantime,Spacehog,20,32,1996,Alternative rock,NULL
Back To The World,Tevin Campbell,9,47,1996,Rhythm and blues (R&B),NULL
Mint Car,The Cure,5,58,1996,Rock,NULL
Ain't No Nigga\/Dead Presidents,Jay-Z Featuring Foxxy Brown,20,50,1996,Hip hop/Rap,NULL
Waiting For Wednesday,Lisa Loeb & Nine Stories,5,83,1996,Other,NULL
Things We Do For Love,Horace Brown,1,95,1996,Other,NULL
"Scarred (From ""Eddie"")",Luke,16,64,1996,Other,NULL
Never Too Busy,Kenny Lattimore,4,89,1996,Rhythm and blues (R&B),NULL
You Still Touch Me,Sting,13,60,1996,Pop,NULL
The Only Thing That Looks Good On Me Is You,Bryan Adams,12,52,1996,Pop,NULL
Forever More,Puff Johnson,13,63,1996,Other,NULL
"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,32,2,1996,Soul,NULL
House Keeper,Men Of Vizion,11,67,1996,Rhythm and blues (R&B),NULL
Release Me,Angelina,20,52,1996,Other,NULL
"Count On Me (From ""Waiting To Exhale"")",Whitney Houston & CeCe Winans,20,8,1996,Other,NULL
Hang 'Em High,Sadat X,2,98,1996,Hip hop/Rap,NULL
Wrong,Everything But The Girl,10,68,1996,Pop,NULL
Can't Get You Off My Mind,Lenny Kravitz,20,62,1996,Soul,NULL
Be My Lover,La Bouche,30,6,1996,Pop,NULL
"1, 2, 3, 4 (Sumpin' New)",Coolio,21,5,1996,Hip hop/Rap,NULL
For The Love Of You,Jordan Hill,8,66,1996,Rhythm and blues (R&B),NULL
Ain't Nobody\/Kissing You,Faith Evans,16,67,1996,Hip hop/Rap,NULL
Please Don't Go,Immature,13,36,1996,Other,NULL
"Keep On, Keepin' On (From ""Sunset Park"")",MC Lyte Featuring Xscape,20,10,1996,Rhythm and blues (R&B),NULL
"Renee (From ""Don't Be A Menace..."")",Lost Boyz,18,33,1996,Hip hop/Rap,NULL
Doin It,LL Cool J,20,9,1996,Hip hop/Rap,NULL
Don't Wanna Lose You,Lionel Richie,15,39,1996,Soul,NULL
Only Happy When It Rains,Garbage,20,55,1996,Pop,NULL
Woo-Hah!! Got You All In Check\/Everything Remains Raw,Busta Rhymes,20,8,1996,Pop,NULL
You Said,Mona Lisa,5,83,1996,Rhythm and blues (R&B),NULL
"Closer To Free (From ""Party Of Five"")",Bodeans,20,16,1996,Rock,NULL
My Maria,Brooks & Dunn,12,79,1996,Other,NULL
Your Loving Arms,Billie Ray Martin,13,46,1996,Other,NULL
Lady,D'Angelo,20,10,1996,Hip hop/Rap,NULL
5 O'Clock,Nonchalant,20,24,1996,Other,NULL
Amish Paradise,Weird Al Yankovic,16,53,1996,Rock,NULL
Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,20,4,1996,Pop,NULL
1979,The Smashing Pumpkins,22,12,1996,Alternative rock,NULL
Boom Biddy Bye Bye,Cypress Hill,3,87,1996,Hip hop/Rap,NULL
The World I Know,Collective Soul,27,19,1996,Alternative rock,NULL
Mr. Ice Cream Man,Master P,9,90,1996,Hip hop/Rap,NULL
Feel The Music,Planet Soul Featuring Brenda Dee,10,73,1996,Dance,NULL
Chains,Tina Arena,12,38,1996,Pop,NULL
"A Thin Line Between Love & Hate (From ""A Thin Line..."")",H-Town,20,37,1996,Rhythm and blues (R&B),NULL
I Want To Come Over,Melissa Etheridge,20,22,1996,Rock,NULL
Just A Girl,No Doubt,26,23,1996,Pop,NULL
I Will Survive,Chantay Savage,20,24,1996,Pop,NULL
Shadowboxin',Genius\/GZA Featuring Method Man,13,67,1996,Other,NULL
Don't Cry,Seal,20,33,1996,Rhythm and blues (R&B),NULL
Heartspark Dollarsign,Everclear,7,85,1996,Alternative rock,NULL
Live And Die For Hip Hop,Kris Kross,10,72,1996,Hip hop/Rap,NULL
Do You Want To\/Can't Hang,Xscape Featuring MC Lyte,16,50,1996,Hip hop/Rap,NULL
Scary Kisses,Voice Of The Beehive,8,77,1996,Other,NULL
Esa Nena Linda,Artie The 1 Man Party,14,74,1996,Other,NULL
"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",Joe,20,11,1996,Rhythm and blues (R&B),NULL
Get Money,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,20,17,1996,Hip hop/Rap,NULL
Dreamer,Livin' Joy,2,95,1996,Other,NULL
The World Is A Ghetto,Geto Boys Featuring Flaj,7,82,1996,Hip hop/Rap,NULL
Ever Since You Went Away,Art N' Soul,14,72,1996,Other,NULL
"Let's Lay Together (From ""Don't Be A Menace..."")",The Isley Brothers,5,93,1996,Rock,NULL
One For The Money,Horace Brown,12,62,1996,Other,NULL
Who Do U Love,Deborah Cox,20,17,1996,Rhythm and blues (R&B),NULL
Slow Jams,Quincy Jones Feat. Babyface & Tamia With Portrai,9,68,1996,Other,NULL
Lucky Love,Ace Of Base,17,30,1996,Other,NULL
Name,Goo Goo Dolls,24,5,1996,Alternative rock,NULL
Love Don't Live Here Anymore,Madonna,8,78,1996,Rock,NULL
Feels So Good (Show Me Your Love),Lina Santiago,20,35,1996,Other,NULL
Peaches,The Presidents Of The United States Of America,14,29,1996,Alternative rock,NULL
Wonderwall,Oasis,20,8,1996,Rock,NULL
"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,20,2,1996,Soul,NULL
Glycerine,Bush,20,28,1996,Alternative rock,NULL
The 13th,The Cure,4,44,1996,Rock,NULL
Cumbersome,Seven Mary Three,20,39,1996,Alternative rock,NULL
"Hoop In Yo Face (From ""Sunset Park"")",69 Boyz Featuring Quad City DJ's,3,95,1996,Other,NULL
One Sweet Day,Mariah Carey & Boyz II Men,22,1,1996,Other,NULL
I Don't Wanna Be Alone,Shai,5,89,1996,Rhythm and blues (R&B),NULL
Have I Never,A Few Good Men,10,76,1996,Other,NULL
Hook,Blues Traveler,21,23,1996,Rock,NULL
Soul Food,Goodie Mob.,9,64,1996,Hip hop/Rap,NULL
Jesus To A Child,George Michael,14,7,1996,Rhythm and blues (R&B),NULL
No More Games,Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A.,5,92,1996,Other,NULL
Anything,3T,20,15,1996,Other,NULL
Don't Rush,Silk,3,91,1996,Pop,NULL
Stayin' Alive,N-Trance,17,62,1996,Hip hop/Rap,NULL
"Can't Be Wasting My Time (From ""Don't Be A Menace..."")",Mona Lisa Featuring Lost Boyz,13,65,1996,Soul,NULL
Fu-Gee-La,Fugees,19,29,1996,Hip hop/Rap,NULL
Take A Look,J'Son,12,74,1996,Other,NULL
Give Me...A Reason,Buffy,9,78,1996,Country,NULL
Ain't No Playa,Rappin' 4-Tay,11,73,1996,Hip hop/Rap,NULL
Only Love (The Ballad Of Sleeping Beauty),Sophie B. Hawkins,11,49,1996,Pop,NULL
"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,18,4,1996,Hip hop/Rap,NULL
Time,Hootie & The Blowfish,18,14,1996,Rock,NULL
High And Dry,Radiohead,8,78,1996,Alternative rock,NULL
Stairway To Heaven,Pure Soul,8,79,1996,Rhythm and blues (R&B),NULL
Where Do U Want Me To Put It,Solo,18,50,1996,Pop,NULL
One Of Us,Joan Osborne,18,4,1996,Rock,NULL
Envy\/Firewater,Fat Joe,8,76,1996,Hip hop/Rap,NULL
I Got Id\/Long Road,Pearl Jam,18,14,1996,Alternative rock,NULL
Real Love,The Beatles,7,11,1996,Pop,NULL
Drop,The Pharcyde,3,93,1996,Hip hop/Rap,NULL
Before You Walk Out Of My Life\/Like This And Like That,Monica,17,8,1996,Rhythm and blues (R&B),NULL
Scent Of Attraction,Patra Duet With Aaron Hall,7,82,1996,Other,NULL
"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")",L.B.C. Crew Feat. Tray D & South Sentrell,17,75,1996,Other,NULL
Keep Tryin',Groove Theory,12,64,1996,Hip hop/Rap,NULL
La Familia,Frost,9,77,1996,Hip hop/Rap,NULL
No One Else,Total,17,22,1996,Rhythm and blues (R&B),NULL
Let's Play House,Tha Dogg Pound Featuring Michel'le,16,45,1996,Hip hop/Rap,NULL
Breakfast At Tiffany's,Deep Blue Something,16,5,1996,Rock,NULL
"Visions Of A Sunset (From ""Mr. Holland's Opus"")",Shawn Stockman,15,45,1996,Rhythm and blues (R&B),NULL
Soon As I Get Home,Faith Evans,16,21,1996,Rhythm and blues (R&B),NULL
Tonite's Tha Night,Kris Kross,16,12,1996,Hip hop/Rap,NULL
"Natural One (From ""Kids"")",Folk Implosion,16,29,1996,Alternative rock,NULL
We Got It,Immature (Featuring Smooth),16,37,1996,Other,NULL
You'll See,Madonna,16,8,1996,Rock,NULL
Set U Free,Planet Soul,15,26,1996,Dance,NULL
'Round We Go,Big Sister,2,91,1996,Other,NULL
Physical Funk,Domino,6,87,1996,Other,NULL
Caught A Lite Sneeze,Tori Amos,13,60,1996,Alternative rock,NULL
Funkorama,Redman,4,81,1996,Hip hop/Rap,NULL
"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,15,2,1996,Soul,NULL
Tell Me,Groove Theory,14,13,1996,Hip hop/Rap,NULL
Hey Lover,LL Cool J,14,3,1996,Hip hop/Rap,NULL
Ain't Nobody,Diana King,4,94,1996,Rhythm and blues (R&B),NULL
It Matters To Me,Faith Hill,14,74,1996,Country,NULL
Everyday & Everynight,Yvette Michele,10,60,1996,Other,NULL
Let Your Soul Be Your Pilot,Sting,5,86,1996,Rock,NULL
Ridin' Low,L.A.D.,13,47,1996,Other,NULL
As I Lay Me Down,Sophie B. Hawkins,13,19,1996,Rock,NULL
Celebration\/Take Your Chance,Fun Factory,12,88,1996,Other,NULL
All Cried Out,Denine With Collage's Adam Marano,11,72,1996,Other,NULL
You Remind Me Of Something,R. Kelly,13,14,1996,Pop,NULL
Diggin' On You,TLC,13,5,1996,Pop,NULL
I Will Remember You (Live),Sarah McLachlan,12,65,1996,Pop,NULL
Bullet With Butterfly Wings,The Smashing Pumpkins,12,22,1996,Alternative rock,NULL
Beautiful Life,Ace Of Base,12,17,1996,Other,NULL
Leflaur Leflah Eshkushka,Heltah Skeltah And O.G.C. As The Fab 5,8,75,1996,Other,NULL
Love U 4 Life,Jodeci,11,31,1996,Rhythm and blues (R&B),NULL
Where Ever You Are,Terry Ellis,11,58,1996,Rhythm and blues (R&B),NULL
Sexual Healing,Max-A-Million,11,66,1996,Rock,NULL
Energy,Devone,9,70,1996,Other,NULL
Blessed,Elton John,11,38,1996,Pop,NULL
Fantasy,Mariah Carey,11,7,1996,Pop,NULL
Too Hot,Coolio,11,24,1996,Hip hop/Rap,NULL
Promises Broken,Soul Asylum,5,63,1996,Alternative rock,NULL
We've Got It Goin' On,Backstreet Boys,10,82,1996,Other,NULL
Roll To Me,Del Amitri,10,25,1996,Other,NULL
Dreaming Of You,Selena,10,32,1996,Rhythm and blues (R&B),NULL
Just Tah Let U Know,Eazy-E,10,45,1996,Hip hop/Rap,NULL
Not A Dry Eye In The House,Meat Loaf,4,82,1996,Heavy metal,NULL
Get Together,Big Mountain,10,44,1996,Other,NULL
"I Miss You (Come Back Home) (From ""New York Undercover"")",Monifah,10,56,1996,Rhythm and blues (R&B),NULL
Only Wanna Be With You,Hootie & The Blowfish,10,23,1996,Rock,NULL
Everybody Be Somebody,Ruffneck Featuring Yavahn,7,82,1996,Other,NULL
Free As A Bird,The Beatles,10,6,1996,Rock,NULL
Microphone Master,Das EFX (Featuring Mobb Deep),3,86,1996,Hip hop/Rap,NULL
When Love & Hate Collide,Def Leppard,9,58,1996,Rock,NULL
Throw Your Hands Up,L.V.,9,63,1996,Rhythm and blues (R&B),NULL
East 1999,Bone Thugs-N-Harmony,9,62,1996,Rhythm and blues (R&B),NULL
Back For Good,Take That,9,21,1996,Soul,NULL
Carnival,Natalie Merchant,9,30,1996,Other,NULL
I'd Lie For You (And That's The Truth),Meat Loaf,9,44,1996,Heavy metal,NULL
Hooked On You,Silk,9,69,1996,Pop,NULL
Cruisin',D'Angelo,9,53,1996,Hip hop/Rap,NULL
Magic Carpet Ride,The Mighty Dub Katz,8,80,1996,Other,NULL
Runaway,Janet Jackson,8,13,1996,Funk,NULL
Automatic Lover (Call For Love),Real McCoy,8,84,1996,Hip hop/Rap,NULL
Cell Therapy,Goodie Mob.,8,51,1996,Hip hop/Rap,NULL
"Kiss From A Rose (From ""Batman Forever"")",Seal,8,29,1996,Soul,NULL
Run-Around,Blues Traveler,8,36,1996,Alternative rock,NULL
Who Can I Run To,Xscape,8,29,1996,Hip hop/Rap,NULL
Fast Life,Kool G Rap,7,82,1996,Hip hop/Rap,NULL
Danger,Blahzay Blahzay,7,54,1996,Other,NULL
Solitude,Edwin McCain,7,79,1996,Rock,NULL
I'll Be There For You\/This House Is Not A Home,The Rembrandts,6,52,1996,Rock,NULL
Daughter\/Yellow Ledbetter,Pearl Jam,2,97,1996,Alternative rock,NULL
(If You're Not In It For Love) I'm Outta Here!\/The Woman In Me,Shania Twain,6,74,1996,Pop,NULL
Incarcerated Scarfaces\/Ice Cream,Raekwon,6,71,1996,Hip hop/Rap,NULL
Rosealia,Better Than Ezra,6,75,1996,Other,NULL
Boom Boom Boom,The Outhere Brothers,6,76,1996,Dance,NULL
I Remember,Boyz II Men,6,46,1996,Pop,NULL
Throw Your Set In The Air,Cypress Hill,6,81,1996,Hip hop/Rap,NULL
Do You Sleep?,Lisa Loeb & Nine Stories,5,63,1996,Other,NULL
East Side Rendezvous,Frost,5,95,1996,Hip hop/Rap,NULL
Can't Be Really Gone,Tim McGraw,5,87,1996,Country,NULL
Hurricane,The Click,5,75,1996,Hip hop/Rap,NULL
A Mover La Colita,Artie The 1 Man Party,5,88,1996,Other,NULL
December,Collective Soul,5,43,1996,Heavy metal,NULL
Runnin',The Pharcyde,4,79,1996,Hip hop/Rap,NULL
Come With Me,Shai,4,64,1996,Rhythm and blues (R&B),NULL
Ain't Nuthin' But A She Thing,Salt-N-Pepa,4,79,1996,Hip hop/Rap,NULL
Waterfalls,TLC,4,48,1996,Pop,NULL
You Put A Move On My Heart,Quincy Jones Introducing Tamia,3,98,1996,Other,NULL
"The Riddler (From ""Batman Forever"")",Method Man,3,93,1996,Hip hop/Rap,NULL
Brokenhearted,Brandy,3,61,1996,Dance,NULL
Sentimental,Deborah Cox,3,90,1996,Rhythm and blues (R&B),NULL
Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),P.M. Dawn,3,95,1996,Hip hop/Rap,NULL
Comedown,Bush,2,58,1996,Alternative rock,NULL
Pretty Girl,Jon B,2,57,1996,Rhythm and blues (R&B),NULL
You Are Not Alone,Michael Jackson,2,56,1996,Rock,NULL
Cold World,Genius\/GZA Featuring Inspektah Deck,2,100,1996,Other,NULL
"I Like It, I Love It",Tim McGraw,1,55,1996,Country,NULL
1st Of Tha Month,Bone Thugs-N-Harmony,1,97,1996,Rhythm and blues (R&B),NULL
Hey Lover,LL Cool J,7,3,1995,Hip hop/Rap,NULL
Just A Girl,No Doubt,3,78,1995,Alternative rock,NULL
As I Lay Me Down,Sophie B. Hawkins,31,6,1995,Pop,NULL
Name,Goo Goo Dolls,12,8,1995,Rock,NULL
Comedown,Bush,18,30,1995,Alternative rock,NULL
Do You Sleep?,Lisa Loeb & Nine Stories,15,18,1995,Other,NULL
Rosealia,Better Than Ezra,6,71,1995,Other,NULL
Only Wanna Be With You,Hootie & The Blowfish,22,6,1995,Rock,NULL
One Of Us,Joan Osborne,4,15,1995,Rock,NULL
Hook,Blues Traveler,13,39,1995,Rock,NULL
Fantasy,Mariah Carey,14,1,1995,Pop,NULL
Automatic Lover (Call For Love),Real McCoy,11,52,1995,Hip hop/Rap,NULL
Love U 4 Life,Jodeci,9,33,1995,Pop,NULL
A Mover La Colita,Artie The 1 Man Party,14,65,1995,Other,NULL
Fast Life,Kool G Rap,5,74,1995,Hip hop/Rap,NULL
Missing,Everything But The Girl,21,12,1995,Rock,NULL
You Are Not Alone,Michael Jackson,18,1,1995,Funk,NULL
Ridin' Low,L.A.D.,7,60,1995,Other,NULL
Carnival,Natalie Merchant,22,10,1995,Other,NULL
Brokenhearted,Brandy,17,9,1995,Pop,NULL
Come With Me,Shai,16,43,1995,Rhythm and blues (R&B),NULL
Sentimental,Deborah Cox,17,27,1995,Dance,NULL
Cruisin',D'Angelo,9,53,1995,Dance,NULL
Dreaming Of You,Selena,10,22,1995,Rhythm and blues (R&B),NULL
"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio Featuring L.V.,20,1,1995,Hip hop/Rap,NULL
Bullet With Butterfly Wings,The Smashing Pumpkins,8,25,1995,Alternative rock,NULL
I Can Love You Like That,All-4-One,29,5,1995,Other,NULL
"Kiss From A Rose (From ""Batman Forever"")",Seal,28,1,1995,Funk,NULL
"Natural One (From ""Kids"")",Folk Implosion,4,42,1995,Alternative rock,NULL
I Will Remember You (Live),Sarah McLachlan,8,67,1995,Pop,NULL
Be My Lover,La Bouche,8,32,1995,Pop,NULL
"Sittin' Up In My Room (From ""Waiting To Exhale"")",Brandy,1,46,1995,Hip hop/Rap,NULL
Danger,Blahzay Blahzay,13,46,1995,Other,NULL
Soon As I Get Home,Faith Evans,4,22,1995,Dance,NULL
Breakfast At Tiffany's,Deep Blue Something,20,8,1995,Alternative rock,NULL
Throw Your Hands Up,L.V.,7,65,1995,Rhythm and blues (R&B),NULL
I Got Id\/Long Road,Pearl Jam,2,7,1995,Alternative rock,NULL
I'll Be There For You\/This House Is Not A Home,The Rembrandts,14,17,1995,Rock,NULL
Magic Carpet Ride,The Mighty Dub Katz,12,58,1995,Other,NULL
Before You Walk Out Of My Life\/Like This And Like That,Monica,11,7,1995,Pop,NULL
Get Together,Big Mountain,3,50,1995,Other,NULL
Run-Around,Blues Traveler,41,8,1995,Rock,NULL
No One Else,Total,3,43,1995,Rhythm and blues (R&B),NULL
Anything,3T,13,24,1995,Other,NULL
Pretty Girl,Jon B,18,25,1995,Rhythm and blues (R&B),NULL
Too Hot,Coolio,4,35,1995,Hip hop/Rap,NULL
Fu-Gee-La,Fugees,1,89,1995,Hip hop/Rap,NULL
"The Riddler (From ""Batman Forever"")",Method Man,8,56,1995,Hip hop/Rap,NULL
Back For Good,Take That,21,7,1995,Soul,NULL
You Put A Move On My Heart,Quincy Jones Introducing Tamia,1,98,1995,Other,NULL
Hooked On You,Silk,9,54,1995,Pop,NULL
I Remember,Boyz II Men,5,56,1995,Rhythm and blues (R&B),NULL
(If You're Not In It For Love) I'm Outta Here!\/The Woman In Me,Shania Twain,9,81,1995,Rock,NULL
Macarena (Bayside Boys Mix),Los Del Rio,18,45,1995,Pop,NULL
Runaway,Janet Jackson,16,3,1995,Rhythm and blues (R&B),NULL
Wonder,Natalie Merchant,4,41,1995,Other,NULL
Solitude,Edwin McCain,13,72,1995,Rock,NULL
1st Of Tha Month,Bone Thugs-N-Harmony,19,14,1995,Hip hop/Rap,NULL
You'll See,Madonna,4,6,1995,Rock,NULL
East 1999,Bone Thugs-N-Harmony,4,76,1995,Hip hop/Rap,NULL
Wings Of The Morning,Capleton,10,79,1995,Other,NULL
Cell Therapy,Goodie Mob.,12,39,1995,Hip hop/Rap,NULL
Ain't Nuthin' But A She Thing,Salt-N-Pepa,11,38,1995,Hip hop/Rap,NULL
Free As A Bird,The Beatles,1,10,1995,Rock,NULL
"I Like It, I Love It",Tim McGraw,19,25,1995,Country,NULL
Hurricane,The Click,8,63,1995,Hip hop/Rap,NULL
Runnin',The Pharcyde,11,55,1995,Hip hop/Rap,NULL
One Sweet Day,Mariah Carey & Boyz II Men,5,1,1995,Other,NULL
East Side Rendezvous,Frost,9,73,1995,Hip hop/Rap,NULL
Waterfalls,TLC,30,1,1995,Dance,NULL
Sometimes I Miss You So Much (Dedicated To The Christ Consciousness),P.M. Dawn,2,95,1995,Hip hop/Rap,NULL
We've Got It Goin' On,Backstreet Boys,10,69,1995,Other,NULL
We Got It,Immature (Featuring Smooth),4,65,1995,Other,NULL
You Remind Me Of Something,R. Kelly,7,4,1995,Soul,NULL
Incarcerated Scarfaces\/Ice Cream,Raekwon,12,37,1995,Hip hop/Rap,NULL
December,Collective Soul,34,20,1995,Rock,NULL
Who Can I Run To,Xscape,12,8,1995,Rhythm and blues (R&B),NULL
Set U Free,Planet Soul,11,29,1995,Dance,NULL
Tell Me,Groove Theory,19,5,1995,Hip hop/Rap,NULL
The World I Know,Collective Soul,7,40,1995,Heavy metal,NULL
Nobody Knows,The Tony Rich Project,3,49,1995,Other,NULL
It Matters To Me,Faith Hill,2,87,1995,Country,NULL
"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")",L.B.C. Crew Feat. Tray D & South Sentrell,3,82,1995,Other,NULL
Just Tah Let U Know,Eazy-E,2,47,1995,Hip hop/Rap,NULL
Throw Your Set In The Air,Cypress Hill,12,45,1995,Hip hop/Rap,NULL
Where Ever You Are,Terry Ellis,9,52,1995,Rhythm and blues (R&B),NULL
Diggin' On You,TLC,7,5,1995,Pop,NULL
Roll To Me,Del Amitri,26,10,1995,Other,NULL
Gold,The Artist,2,88,1995,Other,NULL
Beautiful Life,Ace Of Base,8,15,1995,Other,NULL
"I Miss You (Come Back Home) (From ""New York Undercover"")",Monifah,10,66,1995,Rhythm and blues (R&B),NULL
Blessed,Elton John,9,34,1995,Pop,NULL
"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",Whitney Houston,6,1,1995,Rhythm and blues (R&B),NULL
Boom Boom Boom,The Outhere Brothers,14,65,1995,Hip hop/Rap,NULL
Sexual Healing,Max-A-Million,9,60,1995,Pop,NULL
Cold World,Genius\/GZA Featuring Inspektah Deck,1,97,1995,Other,NULL
Tonite's Tha Night,Kris Kross,4,21,1995,Hip hop/Rap,NULL
When Love & Hate Collide,Def Leppard,5,59,1995,Rock,NULL
I'd Lie For You (And That's The Truth),Meat Loaf,11,13,1995,Rock,NULL
